,objective,constraint_volume
0,0.005195723943588532,-6.419095730514357e-07
1,0.005194325322066424,-6.419095730514357e-07
2,0.005180209922678593,-6.419095730514357e-07
3,0.004997983327970551,-6.419095730514357e-07
4,0.003908703660610765,-6.419095730514357e-07
5,0.0024765060546517916,-6.419095730514357e-07
6,0.002254150457595007,-6.419095730514357e-07
7,0.0015701586172856376,-6.419095730514357e-07
8,0.0013054859753043266,-6.419095730514357e-07
9,0.0011354845826969536,-6.419095730514357e-07
10,0.001003852422543154,-6.419095730514357e-07
11,0.0008962005390260989,-6.419095730514357e-07
12,0.0008070893929236504,-6.419095730514357e-07
13,0.0007324316064366309,-6.419095730514357e-07
14,0.0006681570684340607,-6.419095730514357e-07
15,0.0006219718780360461,-6.419095730514357e-07
16,0.00058523983347625,-6.419095730514357e-07
17,0.000560057905730234,-6.419095730514357e-07
18,0.0005426999821709293,-6.419095730514357e-07
19,0.0005255878458154488,-6.419095730514357e-07
20,0.0005070194527469799,-6.419095730514357e-07
21,0.00048596021472838635,-6.419095730514357e-07
22,0.0004603565260650929,-6.419095730514357e-07
23,0.00043399650583901626,-6.419095730514357e-07
24,0.00041366187599445515,-6.419095730514357e-07
25,0.0003939309714713904,-6.419095730514357e-07
26,0.00037778816528236125,-6.419095730514357e-07
27,0.0003677302311092837,-6.419095730514357e-07
28,0.0003559402443825745,-6.419095730514357e-07
29,0.00034200109340853154,-6.419095730514357e-07
30,0.00032785806898352656,-6.419095730514357e-07
31,0.00031382330518670536,-6.419095730514357e-07
32,0.00030240176590584655,-6.419095730514357e-07
33,0.0002938895131237174,-6.419095730514357e-07
34,0.0002871044386468214,-6.419095730514357e-07
35,0.00028116837580087923,-6.419095730514357e-07
36,0.00027600162502905467,-6.419095730514357e-07
37,0.00027176044482863824,-6.419095730514357e-07
38,0.0002684371647169361,-6.419095730514357e-07
39,0.000265665981079381,-6.419095730514357e-07
40,0.0002632921554838166,-6.419095730514357e-07
41,0.00026121682614810407,-6.419095730514357e-07
42,0.00025936980179234326,-6.419095730514357e-07
43,0.0002577221652737147,-6.419095730514357e-07
44,0.0002563078587866765,-6.419095730514357e-07
45,0.00025507385745004643,-6.419095730514357e-07
46,0.0002539989956947696,-6.419095730514357e-07
47,0.00025306120731377174,-6.419095730514357e-07
48,0.00025224249813694046,-6.419095730514357e-07
49,0.0002515293641846299,-6.419095730514357e-07
50,0.00025089497473660414,-6.419095730514357e-07
51,0.00025033286063763204,-6.419095730514357e-07
52,0.0002498250204244289,-6.419095730514357e-07
53,0.00024936393151282147,-6.419095730514357e-07
54,0.0002489454264175271,-6.419095730514357e-07
55,0.0002485639528620945,-6.419095730514357e-07
56,0.00024821532898280273,-6.419095730514357e-07
57,0.0002478940085623921,-6.419095730514357e-07
58,0.00024759757983522986,-6.419095730514357e-07
59,0.00024732507890035495,-6.419095730514357e-07
60,0.0002470723883859848,-6.419095730514357e-07
61,0.00024683801951971986,-6.419095730514357e-07
62,0.0002466196108074666,-6.419095730514357e-07
63,0.0002464113007273204,-6.419095730514357e-07
64,0.0002462142827976636,-6.419095730514357e-07
65,0.00024603193577176456,-6.419095730514357e-07
66,0.0002458608439143032,-6.419095730514357e-07
67,0.00024569837163073034,-6.419095730514357e-07
68,0.0002455452595343748,-6.419095730514357e-07
69,0.00024540001930536823,-6.419095730514357e-07
70,0.0002452625270785027,-6.419095730514357e-07
71,0.00024513049041083426,-6.419095730514357e-07
72,0.0002450065979966025,-6.419095730514357e-07
73,0.00024489039727228955,-6.419095730514357e-07
74,0.00024478082300793903,-6.419095730514357e-07
75,0.0002446761396811789,-6.419095730514357e-07
76,0.0002445762302301897,-6.419095730514357e-07
77,0.00024448096870671954,-6.419095730514357e-07
78,0.0002443897567418669,-6.419095730514357e-07
79,0.00024430214022988235,-6.419095730514357e-07
80,0.00024421775550580773,-6.419095730514357e-07
81,0.0002441370785490459,-6.419095730514357e-07
82,0.00024405969965182048,-6.419095730514357e-07
83,0.00024398595397596208,-6.419095730514357e-07
84,0.00024391548761377345,-6.419095730514357e-07
85,0.00024384879355028228,-6.419095730514357e-07
86,0.00024378447745418321,-6.419095730514357e-07
87,0.0002437226893669596,-6.419095730514357e-07
88,0.00024366456605165338,-6.419095730514357e-07
89,0.00024360820648689584,-6.419095730514357e-07
90,0.000243552995359157,-6.419095730514357e-07
91,0.00024349931082650518,-6.419095730514357e-07
92,0.0002434474215946799,-6.419095730514357e-07
93,0.00024339780156724827,-6.419095730514357e-07
94,0.00024335025993310925,-6.419095730514357e-07
95,0.00024330472709792854,-6.419095730514357e-07
96,0.00024326103211052337,-6.419095730514357e-07
97,0.00024321797118791397,-6.419095730514357e-07
98,0.0002431749673077436,-6.419095730514357e-07
99,0.00024313353489577622,-6.419095730514357e-07
